section,dataset,variable,source,original_field,unit,frequency,transformation,missing_value_treatment,economic_interpretation,important_limitations
processed,fx_spot_panel.csv,spot_pct_change,MOEX spot history and Bank of Russia reference rates,"calculated, configured, or same-named source series","text, category, native source unit, or dimensionless as applicable",daily,100 times the first difference divided by the lagged value where the lag is nonzero.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Identifier, descriptive market measure, validation field, or summary statistic as named.",Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,fx_spot_panel.csv,spot_absolute_return,MOEX spot history and Bank of Russia reference rates,"calculated, configured, or same-named source series","text, category, native source unit, or dimensionless as applicable",daily,Absolute value of the corresponding log return.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Identifier, descriptive market measure, validation field, or summary statistic as named.",Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,fx_spot_panel.csv,spot_realized_volatility_20d_ann,MOEX spot history and Bank of Russia reference rates,"calculated, configured, or same-named source series",annualized decimal,daily,Rolling 20-observation standard deviation of log returns multiplied by sqrt(252).,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Identifier, descriptive market measure, validation field, or summary statistic as named.",Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,fx_spot_panel.csv,cumulative_exchange_rate_change_pct,MOEX spot history and Bank of Russia reference rates,"calculated, configured, or same-named source series",percent,daily,First difference within the documented pair or contract grouping.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Tenor matching and source family are proxies for marginal trader funding; inspect tenor distance and staleness.
processed,fx_spot_panel.csv,spot_volume_change,MOEX spot history and Bank of Russia reference rates,"calculated, configured, or same-named source series","text, category, native source unit, or dimensionless as applicable",daily,First difference within the documented pair or contract grouping.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,Trading flow or a transformation of trading flow.,Free historical MOEX spot data do not expose pair-level volume/turnover consistently.
processed,fx_spot_panel.csv,spot_turnover_change,MOEX spot history and Bank of Russia reference rates,"calculated, configured, or same-named source series",RUB,daily,First difference within the documented pair or contract grouping.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Identifier, descriptive market measure, validation field, or summary statistic as named.",Free historical MOEX spot data do not expose pair-level volume/turnover consistently.
processed,fx_spot_panel.csv,spot_trade_count_change,MOEX spot history and Bank of Russia reference rates,"calculated, configured, or same-named source series","text, category, native source unit, or dimensionless as applicable",daily,First difference within the documented pair or contract grouping.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Identifier, descriptive market measure, validation field, or summary statistic as named.",Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,fx_spot_panel.csv,daily_range_pct,MOEX spot history and Bank of Russia reference rates,"calculated, configured, or same-named source series",percent,daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Identifier, descriptive market measure, validation field, or summary statistic as named.",Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,fx_spot_panel.csv,market_regime,config/research_config.json,"calculated, configured, or same-named source series","text, category, native source unit, or dimensionless as applicable",daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,Configurable event/regime classification for before-and-after analysis.,Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,fx_spot_panel.csv,on_or_after_russia_full_scale_invasion_2022,config/research_config.json,"calculated, configured, or same-named source series",boolean,daily,1 when trade_date is on or after the configured event date; otherwise 0.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,Configurable event/regime classification for before-and-after analysis.,Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,fx_spot_panel.csv,days_from_russia_full_scale_invasion_2022,config/research_config.json,"calculated, configured, or same-named source series",calendar days,daily,Calendar-day difference between trade_date and the configured event date.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,Configurable event/regime classification for before-and-after analysis.,Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,fx_spot_panel.csv,on_or_after_moex_ncc_nsd_designation_2024,config/research_config.json,"calculated, configured, or same-named source series",boolean,daily,1 when trade_date is on or after the configured event date; otherwise 0.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,Configurable event/regime classification for before-and-after analysis.,Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,fx_spot_panel.csv,days_from_moex_ncc_nsd_designation_2024,config/research_config.json,"calculated, configured, or same-named source series",calendar days,daily,Calendar-day difference between trade_date and the configured event date.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,Configurable event/regime classification for before-and-after analysis.,Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,fx_spot_panel.csv,on_or_after_usd_eur_moex_suspension_2024,config/research_config.json,"calculated, configured, or same-named source series",boolean,daily,1 when trade_date is on or after the configured event date; otherwise 0.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,Configurable event/regime classification for before-and-after analysis.,Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,fx_spot_panel.csv,days_from_usd_eur_moex_suspension_2024,config/research_config.json,"calculated, configured, or same-named source series",calendar days,daily,Calendar-day difference between trade_date and the configured event date.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,Configurable event/regime classification for before-and-after analysis.,Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,fx_spot_panel.csv,on_or_after_usdrub_rub_settled_reintroduction_2026,config/research_config.json,"calculated, configured, or same-named source series",boolean,daily,1 when trade_date is on or after the configured event date; otherwise 0.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,Configurable event/regime classification for before-and-after analysis.,Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,fx_spot_panel.csv,days_from_usdrub_rub_settled_reintroduction_2026,config/research_config.json,"calculated, configured, or same-named source series",calendar days,daily,Calendar-day difference between trade_date and the configured event date.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,Configurable event/regime classification for before-and-after analysis.,Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,market_pressure_daily.csv,trade_date,MOEX market data plus documented calculations,TRADEDATE or observation date,ISO date,daily,Renamed from the listed original field; numeric/date parsing only unless normalized prices are stated.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Identifier, descriptive market measure, validation field, or summary statistic as named.",Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,market_pressure_daily.csv,pair,MOEX market data plus documented calculations,"calculated, configured, or same-named source series","text, category, native source unit, or dimensionless as applicable",daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Identifier, descriptive market measure, validation field, or summary statistic as named.",Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,market_pressure_daily.csv,secid,MOEX market data plus documented calculations,SECID,"text, category, native source unit, or dimensionless as applicable",daily,Renamed from the listed original field; numeric/date parsing only unless normalized prices are stated.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Identifier, descriptive market measure, validation field, or summary statistic as named.",Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,market_pressure_daily.csv,market_regime,config/research_config.json,"calculated, configured, or same-named source series","text, category, native source unit, or dimensionless as applicable",daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,Configurable event/regime classification for before-and-after analysis.,Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,market_pressure_daily.csv,futures_log_return,MOEX market data plus documented calculations,"calculated, configured, or same-named source series",decimal log value,daily,Natural log of the current price divided by the previous comparable price; roll/source changes are left missing.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Identifier, descriptive market measure, validation field, or summary statistic as named.",Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,market_pressure_daily.csv,futures_price_change,MOEX market data plus documented calculations,"calculated, configured, or same-named source series",RUB per unit of underlying currency (normalized); raw field where named *_raw,daily,First difference within the documented pair or contract grouping.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Exchange, reference, or selected analytical price as identified by the field name.",Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,market_pressure_daily.csv,volume_contracts,MOEX market data plus documented calculations,VOLUME,contracts,daily,Renamed from the listed original field; numeric/date parsing only unless normalized prices are stated.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,Trading flow or a transformation of trading flow.,Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,market_pressure_daily.csv,turnover_rub,MOEX market data plus documented calculations,VALUE,RUB,daily,Renamed from the listed original field; numeric/date parsing only unless normalized prices are stated.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Identifier, descriptive market measure, validation field, or summary statistic as named.",Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,market_pressure_daily.csv,open_interest_contracts,MOEX market data plus documented calculations,OPENPOSITION,contracts,daily,Renamed from the listed original field; numeric/date parsing only unless normalized prices are stated.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,Outstanding-position stock or a transformation of that stock; not daily trading flow.,Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,market_pressure_daily.csv,open_interest_value_rub,MOEX market data plus documented calculations,OPENPOSITIONVALUE,RUB,daily,Renamed from the listed original field; numeric/date parsing only unless normalized prices are stated.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,Outstanding-position stock or a transformation of that stock; not daily trading flow.,Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,market_pressure_daily.csv,change_volume_contracts,MOEX market data plus documented calculations,"calculated, configured, or same-named source series",contracts,daily,First difference within the documented pair or contract grouping.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,Trading flow or a transformation of trading flow.,Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,market_pressure_daily.csv,change_turnover_rub,MOEX market data plus documented calculations,"calculated, configured, or same-named source series",RUB,daily,First difference within the documented pair or contract grouping.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Identifier, descriptive market measure, validation field, or summary statistic as named.",Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,market_pressure_daily.csv,change_open_interest_contracts,MOEX market data plus documented calculations,"calculated, configured, or same-named source series",contracts,daily,First difference within the documented pair or contract grouping.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,Outstanding-position stock or a transformation of that stock; not daily trading flow.,Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,market_pressure_daily.csv,pct_change_open_interest,MOEX market data plus documented calculations,"calculated, configured, or same-named source series","text, category, native source unit, or dimensionless as applicable",daily,100 times the first difference divided by the lagged value where the lag is nonzero.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,Outstanding-position stock or a transformation of that stock; not daily trading flow.,Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,market_pressure_daily.csv,price_change_x_volume,MOEX market data plus documented calculations,"calculated, configured, or same-named source series",RUB per unit of underlying currency (normalized); raw field where named *_raw,daily,First difference within the documented pair or contract grouping.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,Trading flow or a transformation of trading flow.,Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,market_pressure_daily.csv,signed_return_x_volume,MOEX market data plus documented calculations,"calculated, configured, or same-named source series","text, category, native source unit, or dimensionless as applicable",daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,Trading flow or a transformation of trading flow.,Proxy only; it is not buyer- or seller-initiated order flow without order-level trade signs.
processed,market_pressure_daily.csv,open_interest_direction_pressure,MOEX market data plus documented calculations,"calculated, configured, or same-named source series","text, category, native source unit, or dimensionless as applicable",daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,Outstanding-position stock or a transformation of that stock; not daily trading flow.,Proxy only; it is not buyer- or seller-initiated order flow without order-level trade signs.
processed,market_pressure_daily.csv,volume_to_open_interest,MOEX market data plus documented calculations,"calculated, configured, or same-named source series","text, category, native source unit, or dimensionless as applicable",daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,Outstanding-position stock or a transformation of that stock; not daily trading flow.,Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,market_pressure_daily.csv,turnover_to_open_interest_value,MOEX market data plus documented calculations,"calculated, configured, or same-named source series",RUB,daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,Outstanding-position stock or a transformation of that stock; not daily trading flow.,Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,market_pressure_daily.csv,abnormal_volume_zscore,MOEX market data plus documented calculations,"calculated, configured, or same-named source series",dimensionless,daily,"Current value minus rolling mean, divided by rolling standard deviation over the configured window.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,Trading flow or a transformation of trading flow.,Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,market_pressure_daily.csv,abnormal_open_interest_zscore,MOEX market data plus documented calculations,"calculated, configured, or same-named source series",dimensionless,daily,"Current value minus rolling mean, divided by rolling standard deviation over the configured window.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,Outstanding-position stock or a transformation of that stock; not daily trading flow.,Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,market_pressure_daily.csv,amihud_illiquidity_per_rub_million,MOEX market data plus documented calculations,"calculated, configured, or same-named source series","text, category, native source unit, or dimensionless as applicable",daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,Market-pressure or liquidity proxy; larger absolute values indicate unusual price/activity conditions.,Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,market_pressure_daily.csv,futures_num_trades,MOEX market data plus documented calculations,NUMTRADES,count,daily,Renamed from the listed original field; numeric/date parsing only unless normalized prices are stated.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Identifier, descriptive market measure, validation field, or summary statistic as named.",Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,market_pressure_daily.csv,basis_pct,MOEX market data plus documented calculations,"calculated, configured, or same-named source series",percent,daily,100 * basis / theoretical_futures_price.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,Deviation of observed futures pricing from the simple cost-of-carry benchmark.,"Not executable arbitrage evidence without spreads, margin, funding access, controls, sanctions, settlement, and convertibility costs."
processed,market_pressure_daily.csv,log_basis,MOEX market data plus documented calculations,"calculated, configured, or same-named source series",decimal log value,daily,ln(futures_price / theoretical_futures_price).,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,Deviation of observed futures pricing from the simple cost-of-carry benchmark.,"Not executable arbitrage evidence without spreads, margin, funding access, controls, sanctions, settlement, and convertibility costs."
processed,market_pressure_daily.csv,spot_num_trades,MOEX market data plus documented calculations,"calculated, configured, or same-named source series",count,daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Identifier, descriptive market measure, validation field, or summary statistic as named.",Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,market_pressure_daily.csv,spot_return_x_trade_count_proxy,MOEX market data plus documented calculations,"calculated, configured, or same-named source series","text, category, native source unit, or dimensionless as applicable",daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Identifier, descriptive market measure, validation field, or summary statistic as named.",Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,market_pressure_daily.csv,bid_ask_spread,MOEX market data plus documented calculations,"calculated, configured, or same-named source series","text, category, native source unit, or dimensionless as applicable",daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Identifier, descriptive market measure, validation field, or summary statistic as named.",Historical free MOEX endpoints do not supply these quotes consistently; missing is not zero.
processed,market_pressure_daily.csv,bid_ask_spread_pct,MOEX market data plus documented calculations,"calculated, configured, or same-named source series",percent,daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Identifier, descriptive market measure, validation field, or summary statistic as named.",Historical free MOEX endpoints do not supply these quotes consistently; missing is not zero.
processed,market_pressure_daily.csv,spot_volume_change,MOEX market data plus documented calculations,"calculated, configured, or same-named source series","text, category, native source unit, or dimensionless as applicable",daily,First difference within the documented pair or contract grouping.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,Trading flow or a transformation of trading flow.,Free historical MOEX spot data do not expose pair-level volume/turnover consistently.
processed,market_pressure_daily.csv,spot_turnover_change,MOEX market data plus documented calculations,"calculated, configured, or same-named source series",RUB,daily,First difference within the documented pair or contract grouping.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Identifier, descriptive market measure, validation field, or summary statistic as named.",Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,market_pressure_daily.csv,spot_order_flow_directly_observed,MOEX market data plus documented calculations,"calculated, configured, or same-named source series","text, category, native source unit, or dimensionless as applicable",daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Identifier, descriptive market measure, validation field, or summary statistic as named.",Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,nearby_daily.csv,trade_date,Calculated from documented raw inputs,TRADEDATE or observation date,ISO date,daily,Renamed from the listed original field; numeric/date parsing only unless normalized prices are stated.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Identifier, descriptive market measure, validation field, or summary statistic as named.",Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,nearby_daily.csv,boardid,Calculated from documented raw inputs,BOARDID,"text, category, native source unit, or dimensionless as applicable",daily,Renamed from the listed original field; numeric/date parsing only unless normalized prices are stated.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Identifier, descriptive market measure, validation field, or summary statistic as named.",Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,nearby_daily.csv,secid,Calculated from documented raw inputs,SECID,"text, category, native source unit, or dimensionless as applicable",daily,Renamed from the listed original field; numeric/date parsing only unless normalized prices are stated.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Identifier, descriptive market measure, validation field, or summary statistic as named.",Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,nearby_daily.csv,futures_open,Calculated from documented raw inputs,OPEN,"text, category, native source unit, or dimensionless as applicable",daily,Renamed from the listed original field; numeric/date parsing only unless normalized prices are stated.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Identifier, descriptive market measure, validation field, or summary statistic as named.",Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,nearby_daily.csv,futures_low,Calculated from documented raw inputs,LOW,"text, category, native source unit, or dimensionless as applicable",daily,Renamed from the listed original field; numeric/date parsing only unless normalized prices are stated.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Identifier, descriptive market measure, validation field, or summary statistic as named.",Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,nearby_daily.csv,futures_high,Calculated from documented raw inputs,HIGH,"text, category, native source unit, or dimensionless as applicable",daily,Renamed from the listed original field; numeric/date parsing only unless normalized prices are stated.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Identifier, descriptive market measure, validation field, or summary statistic as named.",Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,nearby_daily.csv,futures_close,Calculated from documented raw inputs,CLOSE,"text, category, native source unit, or dimensionless as applicable",daily,Renamed from the listed original field; numeric/date parsing only unless normalized prices are stated.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Identifier, descriptive market measure, validation field, or summary statistic as named.",Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,nearby_daily.csv,open_interest_value_rub,Calculated from documented raw inputs,OPENPOSITIONVALUE,RUB,daily,Renamed from the listed original field; numeric/date parsing only unless normalized prices are stated.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,Outstanding-position stock or a transformation of that stock; not daily trading flow.,Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,nearby_daily.csv,turnover_rub,Calculated from documented raw inputs,VALUE,RUB,daily,Renamed from the listed original field; numeric/date parsing only unless normalized prices are stated.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Identifier, descriptive market measure, validation field, or summary statistic as named.",Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,nearby_daily.csv,volume_contracts,Calculated from documented raw inputs,VOLUME,contracts,daily,Renamed from the listed original field; numeric/date parsing only unless normalized prices are stated.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,Trading flow or a transformation of trading flow.,Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,nearby_daily.csv,open_interest_contracts,Calculated from documented raw inputs,OPENPOSITION,contracts,daily,Renamed from the listed original field; numeric/date parsing only unless normalized prices are stated.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,Outstanding-position stock or a transformation of that stock; not daily trading flow.,Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,nearby_daily.csv,futures_settle_price,Calculated from documented raw inputs,SETTLEPRICE,RUB per unit of underlying currency (normalized); raw field where named *_raw,daily,Renamed from the listed original field; numeric/date parsing only unless normalized prices are stated.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Exchange, reference, or selected analytical price as identified by the field name.",Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,nearby_daily.csv,swaprate,Calculated from documented raw inputs,SWAPRATE,"text, category, native source unit, or dimensionless as applicable",daily,Renamed from the listed original field; numeric/date parsing only unless normalized prices are stated.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Funding, repo, policy, or published lending-rate condition as identified by the source family.",Tenor matching and source family are proxies for marginal trader funding; inspect tenor distance and staleness.
processed,nearby_daily.csv,futures_wap_price,Calculated from documented raw inputs,WAPRICE,RUB per unit of underlying currency (normalized); raw field where named *_raw,daily,Renamed from the listed original field; numeric/date parsing only unless normalized prices are stated.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Exchange, reference, or selected analytical price as identified by the field name.",Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,nearby_daily.csv,change,Calculated from documented raw inputs,CHANGE,percent,daily,Renamed from the listed original field; numeric/date parsing only unless normalized prices are stated.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Identifier, descriptive market measure, validation field, or summary statistic as named.",Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,nearby_daily.csv,qty,Calculated from documented raw inputs,QTY,contracts,daily,Renamed from the listed original field; numeric/date parsing only unless normalized prices are stated.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Identifier, descriptive market measure, validation field, or summary statistic as named.",Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,nearby_daily.csv,futures_num_trades,Calculated from documented raw inputs,NUMTRADES,count,daily,Renamed from the listed original field; numeric/date parsing only unless normalized prices are stated.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Identifier, descriptive market measure, validation field, or summary statistic as named.",Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,nearby_daily.csv,shortname,Calculated from documented raw inputs,SHORTNAME,"text, category, native source unit, or dimensionless as applicable",daily,Renamed from the listed original field; numeric/date parsing only unless normalized prices are stated.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Identifier, descriptive market measure, validation field, or summary statistic as named.",Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,nearby_daily.csv,assetcode,Calculated from documented raw inputs,ASSETCODE,"text, category, native source unit, or dimensionless as applicable",daily,Renamed from the listed original field; numeric/date parsing only unless normalized prices are stated.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Identifier, descriptive market measure, validation field, or summary statistic as named.",Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,nearby_daily.csv,futures_price,Calculated from documented raw inputs,"calculated, configured, or same-named source series",RUB per unit of underlying currency (normalized); raw field where named *_raw,daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Exchange, reference, or selected analytical price as identified by the field name.",Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,nearby_daily.csv,shortname_meta,Calculated from documented raw inputs,"calculated, configured, or same-named source series","text, category, native source unit, or dimensionless as applicable",daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Identifier, descriptive market measure, validation field, or summary statistic as named.",Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,nearby_daily.csv,expiry_date,Calculated from documented raw inputs,LSTDELDATE,ISO date,daily,Renamed from the listed original field; numeric/date parsing only unless normalized prices are stated.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Identifier, descriptive market measure, validation field, or summary statistic as named.",Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,nearby_daily.csv,first_trade_date,Calculated from documented raw inputs,FRSTTRADE,ISO date,daily,Renamed from the listed original field; numeric/date parsing only unless normalized prices are stated.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Identifier, descriptive market measure, validation field, or summary statistic as named.",Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,nearby_daily.csv,last_trade_date,Calculated from documented raw inputs,LSTTRADE,ISO date,daily,Renamed from the listed original field; numeric/date parsing only unless normalized prices are stated.,Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Identifier, descriptive market measure, validation field, or summary statistic as named.",Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,nearby_daily.csv,spot_open,Calculated from documented raw inputs,"calculated, configured, or same-named source series","text, category, native source unit, or dimensionless as applicable",daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Identifier, descriptive market measure, validation field, or summary statistic as named.",Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,nearby_daily.csv,spot_low,Calculated from documented raw inputs,"calculated, configured, or same-named source series","text, category, native source unit, or dimensionless as applicable",daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Identifier, descriptive market measure, validation field, or summary statistic as named.",Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,nearby_daily.csv,spot_high,Calculated from documented raw inputs,"calculated, configured, or same-named source series","text, category, native source unit, or dimensionless as applicable",daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Identifier, descriptive market measure, validation field, or summary statistic as named.",Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
processed,nearby_daily.csv,spot_close,Calculated from documented raw inputs,"calculated, configured, or same-named source series","text, category, native source unit, or dimensionless as applicable",daily,"Direct field, documented selection hierarchy, or descriptive aggregation as indicated by the variable name.",Retained as NA and never replaced by zero; see rejection/source flags where applicable.,"Identifier, descriptive market measure, validation field, or summary statistic as named.",Missing source observations remain NA; zeros are retained only when the source explicitly reports zero.
